Date;Distributeur;CB;Total HT (5.5%);Total TVA (5.5%);Total HT (6%);Total TVA (6%);Total HT (10%);Total TVA (10%);Total HT;Total TTC
05/08/2021;We Love Pizza 2 - Haine Saint Paul;222.10;0.00;0.00;209.55;12.55;0.00;0.00;209.55;222.10
05/08/2021;We Love Pizza Gembloux;188.00;0.00;0.00;177.40;10.60;0.00;0.00;177.40;188.00
05/08/2021;[Sélection];410.10;0.00;0.00;386.95;23.15;0.00;0.00;386.95;410.10
06/08/2021;We Love Pizza 2 - Haine Saint Paul;384.70;0.00;0.00;362.98;21.72;0.00;0.00;362.98;384.70
06/08/2021;We Love Pizza Gembloux;110.30;0.00;0.00;104.09;6.21;0.00;0.00;104.09;110.30
06/08/2021;[Sélection];495.00;0.00;0.00;467.07;27.93;0.00;0.00;467.07;495.00
07/08/2021;We Love Pizza 2 - Haine Saint Paul;601.50;0.00;0.00;567.50;34.00;0.00;0.00;567.50;601.50
07/08/2021;We Love Pizza Gembloux;229.30;0.00;0.00;216.35;12.95;0.00;0.00;216.35;229.30
07/08/2021;[Sélection];830.80;0.00;0.00;783.85;46.95;0.00;0.00;783.85;830.80
08/08/2021;We Love Pizza 2 - Haine Saint Paul;340.50;0.00;0.00;321.27;19.23;0.00;0.00;321.27;340.50
08/08/2021;We Love Pizza Gembloux;262.50;0.00;0.00;247.67;14.83;0.00;0.00;247.67;262.50
08/08/2021;[Sélection];603.00;0.00;0.00;568.94;34.06;0.00;0.00;568.94;603.00
09/08/2021;We Love Pizza 2 - Haine Saint Paul;139.20;0.00;0.00;131.35;7.85;0.00;0.00;131.35;139.20
09/08/2021;We Love Pizza Gembloux;79.90;0.00;0.00;75.38;4.52;0.00;0.00;75.38;79.90
09/08/2021;[Sélection];219.10;0.00;0.00;206.73;12.37;0.00;0.00;206.73;219.10
10/08/2021;We Love Pizza 2 - Haine Saint Paul;135.30;0.00;0.00;127.67;7.63;0.00;0.00;127.67;135.30
10/08/2021;We Love Pizza Gembloux;54.50;0.00;0.00;51.42;3.08;0.00;0.00;51.42;54.50
10/08/2021;[Sélection];189.80;0.00;0.00;179.09;10.71;0.00;0.00;179.09;189.80
11/08/2021;We Love Pizza 2 - Haine Saint Paul;84.80;0.00;0.00;80.03;4.77;0.00;0.00;80.03;84.80
11/08/2021;We Love Pizza Gembloux;74.50;0.00;0.00;70.29;4.21;0.00;0.00;70.29;74.50
11/08/2021;[Sélection];159.30;0.00;0.00;150.32;8.98;0.00;0.00;150.32;159.30
12/08/2021;We Love Pizza 2 - Haine Saint Paul;136.20;0.00;0.00;128.51;7.69;0.00;0.00;128.51;136.20
12/08/2021;We Love Pizza Gembloux;115.70;0.00;0.00;109.17;6.53;0.00;0.00;109.17;115.70
12/08/2021;[Sélection];251.90;0.00;0.00;237.68;14.22;0.00;0.00;237.68;251.90
13/08/2021;We Love Pizza 2 - Haine Saint Paul;288.60;0.00;0.00;272.34;16.26;0.00;0.00;272.34;288.60
13/08/2021;We Love Pizza Gembloux;152.00;0.00;0.00;143.44;8.56;0.00;0.00;143.44;152.00
13/08/2021;[Sélection];440.60;0.00;0.00;415.78;24.82;0.00;0.00;415.78;440.60
14/08/2021;We Love Pizza 2 - Haine Saint Paul;385.70;0.00;0.00;363.93;21.77;0.00;0.00;363.93;385.70
14/08/2021;We Love Pizza Gembloux;66.80;0.00;0.00;63.04;3.76;0.00;0.00;63.04;66.80
14/08/2021;[Sélection];452.50;0.00;0.00;426.97;25.53;0.00;0.00;426.97;452.50
15/08/2021;We Love Pizza 2 - Haine Saint Paul;526.70;0.00;0.00;496.96;29.74;0.00;0.00;496.96;526.70
15/08/2021;We Love Pizza Gembloux;126.10;0.00;0.00;118.98;7.12;0.00;0.00;118.98;126.10
15/08/2021;[Sélection];652.80;0.00;0.00;615.94;36.86;0.00;0.00;615.94;652.80
16/08/2021;We Love Pizza 2 - Haine Saint Paul;184.00;0.00;0.00;173.61;10.39;0.00;0.00;173.61;184.00
16/08/2021;We Love Pizza Gembloux;116.40;0.00;0.00;109.82;6.58;0.00;0.00;109.82;116.40
16/08/2021;[Sélection];300.40;0.00;0.00;283.43;16.97;0.00;0.00;283.43;300.40
17/08/2021;We Love Pizza 2 - Haine Saint Paul;339.70;0.00;0.00;320.53;19.17;0.00;0.00;320.53;339.70
17/08/2021;We Love Pizza Gembloux;105.80;0.00;0.00;99.81;5.99;0.00;0.00;99.81;105.80
17/08/2021;[Sélection];445.50;0.00;0.00;420.34;25.16;0.00;0.00;420.34;445.50
18/08/2021;We Love Pizza 2 - Haine Saint Paul;203.20;0.00;0.00;191.72;11.48;0.00;0.00;191.72;203.20
18/08/2021;We Love Pizza Gembloux;97.50;0.00;0.00;92.00;5.50;0.00;0.00;92.00;97.50
18/08/2021;[Sélection];300.70;0.00;0.00;283.72;16.98;0.00;0.00;283.72;300.70
19/08/2021;We Love Pizza 2 - Haine Saint Paul;206.90;0.00;0.00;195.21;11.69;0.00;0.00;195.21;206.90
19/08/2021;We Love Pizza Gembloux;106.40;0.00;0.00;100.39;6.01;0.00;0.00;100.39;106.40
19/08/2021;[Sélection];313.30;0.00;0.00;295.60;17.70;0.00;0.00;295.60;313.30
20/08/2021;We Love Pizza 2 - Haine Saint Paul;201.20;0.00;0.00;189.86;11.34;0.00;0.00;189.86;201.20
20/08/2021;We Love Pizza Gembloux;129.00;0.00;0.00;121.71;7.29;0.00;0.00;121.71;129.00
20/08/2021;[Sélection];330.20;0.00;0.00;311.57;18.63;0.00;0.00;311.57;330.20
21/08/2021;We Love Pizza 2 - Haine Saint Paul;397.30;0.00;0.00;374.84;22.46;0.00;0.00;374.84;397.30
21/08/2021;We Love Pizza Gembloux;196.40;0.00;0.00;185.33;11.07;0.00;0.00;185.33;196.40
21/08/2021;[Sélection];593.70;0.00;0.00;560.17;33.53;0.00;0.00;560.17;593.70
22/08/2021;We Love Pizza 2 - Haine Saint Paul;465.20;0.00;0.00;438.92;26.28;0.00;0.00;438.92;465.20
22/08/2021;We Love Pizza Gembloux;211.90;0.00;0.00;199.94;11.96;0.00;0.00;199.94;211.90
22/08/2021;[Sélection];677.10;0.00;0.00;638.86;38.24;0.00;0.00;638.86;677.10
23/08/2021;We Love Pizza 2 - Haine Saint Paul;179.20;0.00;0.00;169.07;10.13;0.00;0.00;169.07;179.20
23/08/2021;We Love Pizza Gembloux;104.60;0.00;0.00;98.69;5.91;0.00;0.00;98.69;104.60
23/08/2021;[Sélection];283.80;0.00;0.00;267.76;16.04;0.00;0.00;267.76;283.80
24/08/2021;We Love Pizza 2 - Haine Saint Paul;286.10;0.00;0.00;269.94;16.16;0.00;0.00;269.94;286.10
24/08/2021;We Love Pizza Gembloux;97.80;0.00;0.00;92.27;5.53;0.00;0.00;92.27;97.80
24/08/2021;[Sélection];383.90;0.00;0.00;362.21;21.69;0.00;0.00;362.21;383.90
25/08/2021;We Love Pizza 2 - Haine Saint Paul;163.40;0.00;0.00;154.17;9.23;0.00;0.00;154.17;163.40
25/08/2021;We Love Pizza Gembloux;144.10;0.00;0.00;135.96;8.14;0.00;0.00;135.96;144.10
25/08/2021;[Sélection];307.50;0.00;0.00;290.13;17.37;0.00;0.00;290.13;307.50
26/08/2021;We Love Pizza 2 - Haine Saint Paul;272.10;0.00;0.00;256.72;15.38;0.00;0.00;256.72;272.10
26/08/2021;We Love Pizza Gembloux;166.70;0.00;0.00;157.29;9.41;0.00;0.00;157.29;166.70
26/08/2021;[Sélection];438.80;0.00;0.00;414.01;24.79;0.00;0.00;414.01;438.80
27/08/2021;We Love Pizza 2 - Haine Saint Paul;252.60;0.00;0.00;238.34;14.26;0.00;0.00;238.34;252.60
27/08/2021;We Love Pizza Gembloux;90.80;0.00;0.00;85.65;5.15;0.00;0.00;85.65;90.80
27/08/2021;[Sélection];343.40;0.00;0.00;323.99;19.41;0.00;0.00;323.99;343.40
28/08/2021;We Love Pizza 2 - Haine Saint Paul;435.30;0.00;0.00;410.74;24.56;0.00;0.00;410.74;435.30
28/08/2021;We Love Pizza Gembloux;262.10;0.00;0.00;247.26;14.84;0.00;0.00;247.26;262.10
28/08/2021;[Sélection];697.40;0.00;0.00;658.00;39.40;0.00;0.00;658.00;697.40
29/08/2021;We Love Pizza 2 - Haine Saint Paul;492.20;0.00;0.00;464.42;27.78;0.00;0.00;464.42;492.20
29/08/2021;We Love Pizza Gembloux;146.40;0.00;0.00;138.14;8.26;0.00;0.00;138.14;146.40
29/08/2021;[Sélection];638.60;0.00;0.00;602.56;36.04;0.00;0.00;602.56;638.60
30/08/2021;We Love Pizza 2 - Haine Saint Paul;176.90;0.00;0.00;166.90;10.00;0.00;0.00;166.90;176.90
30/08/2021;We Love Pizza Gembloux;85.50;0.00;0.00;80.67;4.83;0.00;0.00;80.67;85.50
30/08/2021;[Sélection];262.40;0.00;0.00;247.57;14.83;0.00;0.00;247.57;262.40
31/08/2021;We Love Pizza 2 - Haine Saint Paul;254.40;0.00;0.00;240.04;14.36;0.00;0.00;240.04;254.40
31/08/2021;We Love Pizza Gembloux;69.60;0.00;0.00;65.67;3.93;0.00;0.00;65.67;69.60
31/08/2021;[Sélection];324.00;0.00;0.00;305.71;18.29;0.00;0.00;305.71;324.00
01/09/2021;We Love Pizza 2 - Haine Saint Paul;246.10;0.00;0.00;232.23;13.87;0.00;0.00;232.23;246.10
01/09/2021;We Love Pizza Gembloux;193.80;0.00;0.00;182.85;10.95;0.00;0.00;182.85;193.80
01/09/2021;[Sélection];439.90;0.00;0.00;415.08;24.82;0.00;0.00;415.08;439.90
02/09/2021;We Love Pizza 2 - Haine Saint Paul;152.40;0.00;0.00;143.79;8.61;0.00;0.00;143.79;152.40
02/09/2021;We Love Pizza Gembloux;146.30;0.00;0.00;138.03;8.27;0.00;0.00;138.03;146.30
02/09/2021;[Sélection];298.70;0.00;0.00;281.82;16.88;0.00;0.00;281.82;298.70
03/09/2021;We Love Pizza 2 - Haine Saint Paul;178.10;0.00;0.00;168.04;10.06;0.00;0.00;168.04;178.10
03/09/2021;We Love Pizza Gembloux;93.10;0.00;0.00;87.82;5.28;0.00;0.00;87.82;93.10
03/09/2021;[Sélection];271.20;0.00;0.00;255.86;15.34;0.00;0.00;255.86;271.20
04/09/2021;We Love Pizza 2 - Haine Saint Paul;389.20;0.00;0.00;367.23;21.97;0.00;0.00;367.23;389.20
04/09/2021;We Love Pizza Gembloux;189.70;0.00;0.00;178.98;10.72;0.00;0.00;178.98;189.70
04/09/2021;[Sélection];578.90;0.00;0.00;546.21;32.69;0.00;0.00;546.21;578.90
05/09/2021;We Love Pizza 2 - Haine Saint Paul;361.00;0.00;0.00;340.64;20.36;0.00;0.00;340.64;361.00
05/09/2021;We Love Pizza Gembloux;174.90;0.00;0.00;165.02;9.88;0.00;0.00;165.02;174.90
05/09/2021;[Sélection];535.90;0.00;0.00;505.66;30.24;0.00;0.00;505.66;535.90
06/09/2021;We Love Pizza 2 - Haine Saint Paul;189.40;0.00;0.00;178.70;10.70;0.00;0.00;178.70;189.40
06/09/2021;We Love Pizza Gembloux;88.20;0.00;0.00;83.21;4.99;0.00;0.00;83.21;88.20
06/09/2021;[Sélection];277.60;0.00;0.00;261.91;15.69;0.00;0.00;261.91;277.60
07/09/2021;We Love Pizza 2 - Haine Saint Paul;167.60;0.00;0.00;158.12;9.48;0.00;0.00;158.12;167.60
07/09/2021;We Love Pizza Gembloux;60.20;0.00;0.00;56.80;3.40;0.00;0.00;56.80;60.20
07/09/2021;[Sélection];227.80;0.00;0.00;214.92;12.88;0.00;0.00;214.92;227.80
08/09/2021;We Love Pizza 2 - Haine Saint Paul;214.40;0.00;0.00;202.28;12.12;0.00;0.00;202.28;214.40
08/09/2021;We Love Pizza Gembloux;36.10;0.00;0.00;34.06;2.04;0.00;0.00;34.06;36.10
08/09/2021;[Sélection];250.50;0.00;0.00;236.34;14.16;0.00;0.00;236.34;250.50
09/09/2021;We Love Pizza 2 - Haine Saint Paul;207.60;0.00;0.00;195.89;11.71;0.00;0.00;195.89;207.60
09/09/2021;We Love Pizza Gembloux;73.60;0.00;0.00;69.43;4.17;0.00;0.00;69.43;73.60
09/09/2021;[Sélection];281.20;0.00;0.00;265.32;15.88;0.00;0.00;265.32;281.20
10/09/2021;We Love Pizza 2 - Haine Saint Paul;73.90;0.00;0.00;69.72;4.18;0.00;0.00;69.72;73.90
10/09/2021;We Love Pizza Gembloux;133.90;0.00;0.00;126.35;7.55;0.00;0.00;126.35;133.90
10/09/2021;[Sélection];207.80;0.00;0.00;196.07;11.73;0.00;0.00;196.07;207.80
11/09/2021;We Love Pizza 2 - Haine Saint Paul;362.20;0.00;0.00;341.77;20.43;0.00;0.00;341.77;362.20
11/09/2021;We Love Pizza Gembloux;227.00;0.00;0.00;214.17;12.83;0.00;0.00;214.17;227.00
11/09/2021;[Sélection];589.20;0.00;0.00;555.94;33.26;0.00;0.00;555.94;589.20
12/09/2021;We Love Pizza 2 - Haine Saint Paul;204.60;0.00;0.00;193.06;11.54;0.00;0.00;193.06;204.60
12/09/2021;We Love Pizza Gembloux;166.50;0.00;0.00;157.09;9.41;0.00;0.00;157.09;166.50
12/09/2021;[Sélection];371.10;0.00;0.00;350.15;20.95;0.00;0.00;350.15;371.10
13/09/2021;We Love Pizza 2 - Haine Saint Paul;169.40;0.00;0.00;159.82;9.58;0.00;0.00;159.82;169.40
13/09/2021;We Love Pizza Gembloux;138.00;0.00;0.00;130.21;7.79;0.00;0.00;130.21;138.00
13/09/2021;[Sélection];307.40;0.00;0.00;290.03;17.37;0.00;0.00;290.03;307.40
14/09/2021;We Love Pizza 2 - Haine Saint Paul;108.80;0.00;0.00;102.65;6.15;0.00;0.00;102.65;108.80
14/09/2021;We Love Pizza Gembloux;201.10;0.00;0.00;189.74;11.36;0.00;0.00;189.74;201.10
14/09/2021;[Sélection];309.90;0.00;0.00;292.39;17.51;0.00;0.00;292.39;309.90
15/09/2021;We Love Pizza 2 - Haine Saint Paul;89.40;0.00;0.00;84.35;5.05;0.00;0.00;84.35;89.40
15/09/2021;We Love Pizza Gembloux;92.60;0.00;0.00;87.36;5.24;0.00;0.00;87.36;92.60
15/09/2021;[Sélection];182.00;0.00;0.00;171.71;10.29;0.00;0.00;171.71;182.00
16/09/2021;We Love Pizza 2 - Haine Saint Paul;53.00;0.00;0.00;50.01;2.99;0.00;0.00;50.01;53.00
16/09/2021;We Love Pizza Gembloux;92.50;0.00;0.00;87.27;5.23;0.00;0.00;87.27;92.50
16/09/2021;[Sélection];145.50;0.00;0.00;137.28;8.22;0.00;0.00;137.28;145.50
17/09/2021;We Love Pizza 2 - Haine Saint Paul;115.80;0.00;0.00;109.27;6.53;0.00;0.00;109.27;115.80
17/09/2021;We Love Pizza Gembloux;63.80;0.00;0.00;60.20;3.60;0.00;0.00;60.20;63.80
17/09/2021;[Sélection];179.60;0.00;0.00;169.47;10.13;0.00;0.00;169.47;179.60
18/09/2021;We Love Pizza 2 - Haine Saint Paul;330.70;0.00;0.00;312.06;18.64;0.00;0.00;312.06;330.70
18/09/2021;We Love Pizza Gembloux;101.10;0.00;0.00;95.37;5.73;0.00;0.00;95.37;101.10
18/09/2021;[Sélection];431.80;0.00;0.00;407.43;24.37;0.00;0.00;407.43;431.80
19/09/2021;We Love Pizza 2 - Haine Saint Paul;301.90;0.00;0.00;284.85;17.05;0.00;0.00;284.85;301.90
19/09/2021;We Love Pizza Gembloux;110.80;0.00;0.00;104.53;6.27;0.00;0.00;104.53;110.80
19/09/2021;[Sélection];412.70;0.00;0.00;389.38;23.32;0.00;0.00;389.38;412.70
20/09/2021;We Love Pizza 2 - Haine Saint Paul;134.80;0.00;0.00;127.18;7.62;0.00;0.00;127.18;134.80
20/09/2021;We Love Pizza Gembloux;71.00;0.00;0.00;66.98;4.02;0.00;0.00;66.98;71.00
20/09/2021;[Sélection];205.80;0.00;0.00;194.16;11.64;0.00;0.00;194.16;205.80
21/09/2021;We Love Pizza 2 - Haine Saint Paul;90.70;0.00;0.00;85.58;5.12;0.00;0.00;85.58;90.70
21/09/2021;We Love Pizza Gembloux;38.20;0.00;0.00;36.05;2.15;0.00;0.00;36.05;38.20
21/09/2021;[Sélection];128.90;0.00;0.00;121.63;7.27;0.00;0.00;121.63;128.90
22/09/2021;We Love Pizza 2 - Haine Saint Paul;65.30;0.00;0.00;61.63;3.67;0.00;0.00;61.63;65.30
22/09/2021;We Love Pizza Gembloux;120.80;0.00;0.00;113.97;6.83;0.00;0.00;113.97;120.80
22/09/2021;[Sélection];186.10;0.00;0.00;175.60;10.50;0.00;0.00;175.60;186.10
23/09/2021;We Love Pizza 2 - Haine Saint Paul;74.50;0.00;0.00;70.28;4.22;0.00;0.00;70.28;74.50
23/09/2021;We Love Pizza Gembloux;82.40;0.00;0.00;77.73;4.67;0.00;0.00;77.73;82.40
23/09/2021;[Sélection];156.90;0.00;0.00;148.01;8.89;0.00;0.00;148.01;156.90
24/09/2021;We Love Pizza 2 - Haine Saint Paul;260.30;0.00;0.00;245.60;14.70;0.00;0.00;245.60;260.30
24/09/2021;We Love Pizza Gembloux;137.60;0.00;0.00;129.84;7.76;0.00;0.00;129.84;137.60
24/09/2021;[Sélection];397.90;0.00;0.00;375.44;22.46;0.00;0.00;375.44;397.90
25/09/2021;We Love Pizza 2 - Haine Saint Paul;277.10;0.00;0.00;261.46;15.64;0.00;0.00;261.46;277.10
25/09/2021;We Love Pizza Gembloux;243.30;0.00;0.00;229.55;13.75;0.00;0.00;229.55;243.30
25/09/2021;[Sélection];520.40;0.00;0.00;491.01;29.39;0.00;0.00;491.01;520.40
26/09/2021;We Love Pizza 2 - Haine Saint Paul;146.70;0.00;0.00;138.42;8.28;0.00;0.00;138.42;146.70
26/09/2021;We Love Pizza Gembloux;124.10;0.00;0.00;117.09;7.01;0.00;0.00;117.09;124.10
26/09/2021;[Sélection];270.80;0.00;0.00;255.51;15.29;0.00;0.00;255.51;270.80
27/09/2021;We Love Pizza 2 - Haine Saint Paul;166.00;0.00;0.00;156.63;9.37;0.00;0.00;156.63;166.00
27/09/2021;We Love Pizza Gembloux;92.70;0.00;0.00;87.47;5.23;0.00;0.00;87.47;92.70
27/09/2021;[Sélection];258.70;0.00;0.00;244.10;14.60;0.00;0.00;244.10;258.70
